postcode,lat,lon
MK137BE,52.06144,-0.77636
MK137BQ,52.06304,-0.78542
MK137QL,52.05005,-0.77996
MK138PG,52.04512,-0.77264
MK139AZ,52.04938,-0.78310
MK139EZ,52.05058,-0.78225
MK145BL,52.06826,-0.75852
MK145PY,52.07377,-0.74528
MK146AX,52.06655,-0.76403
MK146BB,52.06459,-0.76595
MK146BN,52.06151,-0.77304
MK146HB,52.06050,-0.75187
MK146JZ,52.06178,-0.74935
MK147AR,52.05160,-0.75617
MK147DU,52.04871,-0.76274
MK147NA,52.05329,-0.74926
MK159HN,52.06215,-0.73009
MK160BJ,52.08021,-0.73447
MK160DT,52.08521,-0.72485
MK160NH,52.07918,-0.73312
MK168NP,52.13025,-0.77789
MK168PS,52.08797,-0.74395
MK169DH,52.08254,-0.71810
MK169LL,52.09242,-0.64905
MK169NF,52.11068,-0.69929
MK170BZ,51.97112,-0.77200
MK170JR,51.94992,-0.77889
MK170LS,51.99924,-0.82571
MK170RG,51.97423,-0.88021
MK170RT,51.95107,-0.81258
MK170SW,51.93929,-0.83865
MK178JT,52.01239,-0.62409
MK178NP,52.01308,-0.64388
MK178SR,52.01819,-0.64887
MK179AS,51.96462,-0.68426
MK179DU,51.98164,-0.56834
MK179JT,52.00241,-0.68210
MK179QL,51.98991,-0.61982
MK181AP,51.99653,-0.98587
MK181AT,51.99469,-0.98411
MK181AX,51.99348,-0.98616
MK181QA,52.00980,-0.97625
MK181TT,52.00574,-0.97935
MK182AP,51.97050,-0.95236
MK182DF,51.99661,-0.92192
MK182LS,51.92001,-0.93109
MK182PA,51.93789,-0.98249
MK183BL,51.94272,-0.88805
MK183EN,51.94580,-0.87612
MK183PE,51.89764,-0.87303
MK184AR,51.98976,-1.07180
MK184EU,51.93392,-1.03480
MK184HY,51.98066,-1.00999
MK185JE,52.01645,-1.00152
MK187HX,51.99640,-0.97129
MK187RR,51.98794,-0.97216
MK196AZ,52.06143,-0.86750
MK196HJ,52.04809,-0.88664
MK197AN,52.07551,-0.80321
MK197BL,52.11809,-0.83242
MK197EW,52.09301,-0.83393
MK197JH,52.07694,-0.84575
MK22HB,51.99557,-0.72194
MK23AH,51.98880,-0.72539
MK23BT,51.98614,-0.72826
MK23HJ,51.98261,-0.72672
MK23HQ,51.98026,-0.72718
MK23QF,51.97793,-0.72742
MK35DT,51.98994,-0.75774
MK35EN,51.98896,-0.76487
MK35GG,51.97518,-0.73578
MK35HP,51.99144,-0.74746
MK36EW,51.99847,-0.75109
MK36PS,52.00689,-0.74608
MK37AW,52.00078,-0.76025
MK37NA,52.00294,-0.75602
MK37PD,52.00893,-0.75266
MK401JD,52.13779,-0.47445
MK403EP,52.14006,-0.45245
MK404AT,52.13977,-0.49444
MK404AZ,52.13846,-0.49811
MK404BD,52.13818,-0.50749
MK404GG,52.12950,-0.51422
MK404HA,52.13381,-0.48771
MK404HW,52.13488,-0.49296
MK410DH,52.15401,-0.42846
MK410DP,52.14214,-0.42919
MK410LU,52.16326,-0.41508
MK416EG,52.15976,-0.48997
MK417AA,52.15592,-0.45559
MK417JA,52.15749,-0.46500
MK417LG,52.14287,-0.47512
MK417NH,52.14721,-0.47813
MK417UL,52.16212,-0.46249
MK418PX,52.15924,-0.43455
MK419AT,52.14992,-0.44575
MK419BX,52.14538,-0.44518
MK419DQ,52.14506,-0.44778
MK419DT,52.14603,-0.45214
MK41EZ,52.00807,-0.77157
MK420GS,52.11057,-0.43024
MK420HH,52.12305,-0.45253
MK426BA,52.08877,-0.46487
MK426BH,52.09003,-0.45944
MK427AB,52.11771,-0.50251
MK427EB,52.10908,-0.51034
MK427ER,52.11323,-0.50279
MK427FJ,52.11456,-0.51706
MK427LJ,52.11277,-0.48626
MK427PS,52.11386,-0.48521
MK428AA,52.12621,-0.48221
MK428AU,52.12111,-0.49344
MK428NW,52.11825,-0.48370
MK428QH,52.11872,-0.49733
MK428QP,52.12097,-0.49966
MK429AD,52.13247,-0.46731
MK429DR,52.12682,-0.47525
MK429GP,52.11488,-0.44852
MK429LS,52.12418,-0.46429
MK429LZ,52.12356,-0.46193
MK429TR,52.11732,-0.45185
MK42JR,52.00613,-0.77416
MK42SH,52.00192,-0.77848
MK430DR,52.06860,-0.60715
MK430JA,52.07105,-0.60508
MK430NE,52.06117,-0.54919
MK430SB,52.04119,-0.56110
MK430TS,52.01284,-0.58136
MK430UZ,52.01346,-0.60490
MK437DB,52.20046,-0.60972
MK437JD,52.21038,-0.54586
MK437JR,52.19200,-0.60442
MK437RE,52.16845,-0.51981
MK438AL,52.15414,-0.64872
MK438DY,52.16454,-0.62322
MK438NR,52.14953,-0.53047
MK439HT,52.09534,-0.54086
MK439JT,52.09595,-0.52877
MK439NH,52.06833,-0.51155
MK439NN,52.07199,-0.50958
MK43GB,51.99373,-0.79171
MK43GE,51.99308,-0.80081
MK441DR,52.25753,-0.46851
MK441JL,52.22201,-0.55292
MK441PF,52.22550,-0.54276
MK441RF,52.19382,-0.50795
MK442DB,52.21474,-0.46199
MK442HH,52.23849,-0.41611
MK442PB,52.18509,-0.40054
MK442RW,52.17735,-0.42403
MK443DR,52.17776,-0.31327
MK443HZ,52.15487,-0.35050
MK443NL,52.14720,-0.31640
MK443RD,52.12968,-0.33320
MK443TH,52.12547,-0.38916
MK44TA,52.00663,-0.80451
MK451AJ,52.00487,-0.49879
MK451EY,52.00404,-0.48940
MK451LU,52.00051,-0.49740
MK451NP,52.00407,-0.50149
MK452AU,52.02969,-0.45756
MK452NU,52.01918,-0.49729
MK452QR,52.02777,-0.49894
MK452TD,52.02718,-0.49010
MK453AG,52.09769,-0.41871
MK453BX,52.08034,-0.44623
MK453LL,52.06294,-0.47516
MK453PR,52.06770,-0.39527
MK454BE,52.03023,-0.41569
MK454GP,52.00508,-0.42910
MK454HY,52.01052,-0.38102
MK454JZ,51.96316,-0.42034
MK454NS,51.96626,-0.42034
MK455ES,52.00168,-0.46389
MK455JH,51.98237,-0.49513
MK464HA,52.17218,-0.65874
MK465AD,52.15381,-0.71019
MK465DZ,52.16174,-0.70704
MK56BX,52.02150,-0.78515
MK56EX,52.02506,-0.79017
MK57DF,52.01482,-0.77782
MK57XX,52.01021,-0.79462
MK57ZT,52.00731,-0.78987
MK58DN,52.02805,-0.78633
MK58FA,52.03183,-0.78930
MK62LB,52.03524,-0.75077
MK62LP,52.03913,-0.74122
MK62NH,52.03114,-0.75540
MK63AZ,52.01710,-0.72006
MK63HW,52.03999,-0.73796
MK63NP,52.04193,-0.73337
MK64HA,52.02121,-0.72737
MK64HG,52.02314,-0.73240
MK64LP,52.01735,-0.73468
MK64ND,52.01841,-0.73634
MK65AX,52.03248,-0.73963
MK65DE,52.02486,-0.74549
MK65EA,52.01936,-0.74469
MK65EN,52.02585,-0.75364
MK65LA,52.02985,-0.74612
MK76BZ,52.03017,-0.70242
MK76HD,52.02514,-0.69601
MK77BW,52.01582,-0.69554
MK77HL,52.02116,-0.68619
MK77PG,52.01603,-0.69444
MK77WH,52.02059,-0.68851
MK80PT,52.01937,-0.81174
MK80PU,52.01860,-0.81372
MK80PZ,52.02117,-0.80826
MK88LH,52.03825,-0.80088
MK88NA,52.03815,-0.80470
MK89AB,52.03614,-0.79837
N101HS,51.59710,-0.15303
N101JS,51.60252,-0.15307
N101NE,51.59285,-0.15098
N101NJ,51.59401,-0.15106
N101NR,51.59516,-0.15221
N101PS,51.59442,-0.14962
N102NL,51.60500,-0.14488
N103BP,51.58825,-0.15060
N103JA,51.58635,-0.14788
N103ST,51.59055,-0.13975
N10HN,51.53776,-0.10835
N10HY,51.53824,-0.10903
N10LB,51.53818,-0.11462
N10TJ,51.53529,-0.11323
N10UH,51.53631,-0.12067
N10WF,51.53564,-0.11881
N111BH,51.61395,-0.13704
N111NP,51.62541,-0.15315
N111NQ,51.61623,-0.14424
N111RD,51.61548,-0.13780
N112AF,51.60791,-0.13341
N112AZ,51.60206,-0.13626
N112HL,51.61373,-0.12559
N112QG,51.60617,-0.12401
N113HG,51.61675,-0.15155
N113LB,51.61657,-0.15383
N113LS,51.61620,-0.15499
N11HX,51.54033,-0.10949
N11SW,51.54446,-0.10553
N120JP,51.60498,-0.17807
N120QG,51.60852,-0.16106
N120QU,51.60945,-0.16834
N127BN,51.61459,-0.20306
N127HE,51.62393,-0.19371
N127NJ,51.61460,-0.18099
N128JP,51.61592,-0.17955
N128PE,51.60984,-0.18390
N128TA,51.62222,-0.18164
N129DX,51.61471,-0.17475
N129HB,51.61256,-0.16813
N12EP,51.53936,-0.09988
N12GG,51.54241,-0.10145
N12UT,51.54501,-0.10156
N135HE,51.61779,-0.10214
N135QP,51.62402,-0.08434
N135TY,51.61630,-0.10799
N136BY,51.61451,-0.09094
N136HX,51.61102,-0.10772
N136JB,51.61105,-0.10365
N13EE,51.53849,-0.09012
N144AD,51.64335,-0.14140
N144HN,51.64308,-0.14592
N144LG,51.63985,-0.12839
N144LR,51.63672,-0.12587
N145DJ,51.63093,-0.14195
N145DU,51.63087,-0.14758
N145HD,51.63434,-0.13434
N145NG,51.63675,-0.14635
N145RJ,51.63269,-0.13618
N146JA,51.63415,-0.12786
N147EG,51.62502,-0.12673
N147HE,51.62305,-0.12044
N147HY,51.61505,-0.12428
N147NP,51.62890,-0.13697
N14JB,51.54494,-0.08044
N14ND,51.55102,-0.08338
N153AS,51.58302,-0.09155
N153HD,51.58567,-0.09702
N153QR,51.58647,-0.08989
N153RT,51.58483,-0.09367
N153SD,51.58207,-0.09611
N154AB,51.58769,-0.08567
N154EA,51.58807,-0.06729
N154PW,51.58394,-0.06875
N155JG,51.58240,-0.08492
N155QE,51.58261,-0.08226
N155RE,51.58049,-0.08568
N156EB,51.58006,-0.06529
N156ND,51.57638,-0.07307
N156UX,51.58054,-0.06641
N15JD,51.53378,-0.08068
N15JN,51.53502,-0.08586
N15JU,51.53530,-0.08363
N15RF,51.53590,-0.08067
N160NX,51.56180,-0.07495
N160QP,51.56419,-0.08313
N165AF,51.57427,-0.07523
N165ED,51.57079,-0.08144
N165RP,51.57223,-0.07330
N166DH,51.57516,-0.06434
N166NR,51.56607,-0.06594
N166PD,51.56540,-0.06936
N166UB,51.57352,-0.06837
N167AU,51.55830,-0.06519
N168BZ,51.55416,-0.07846
N168DD,51.55250,-0.07934
N168DF,51.55277,-0.07744
N169EX,51.55789,-0.08461
N169PD,51.55559,-0.08388
N16JG,51.53091,-0.08404
N16QN,51.52842,-0.08061
N170HH,51.60271,-0.06372
N170PG,51.60491,-0.06334
N170PT,51.60423,-0.06054
N170TU,51.60551,-0.06448
N176AR,51.59039,-0.09647
N176HW,51.59606,-0.08162
N176UH,51.59345,-0.07218
N177AB,51.59914,-0.07666
N177LT,51.60626,-0.08971
N178AZ,51.60296,-0.06899
N178EY,51.60722,-0.06842
N178LB,51.60622,-0.08165
N178NN,51.60157,-0.07181
N179EJ,51.58964,-0.06937
N179LN,51.59132,-0.06026
N179PP,51.58671,-0.05936
N179RB,51.59574,-0.06633
N179XE,51.59848,-0.06644
N179XT,51.59842,-0.05820
N17HA,51.53347,-0.09170
N17RD,51.52946,-0.08814
N181DE,51.61287,-0.08500
N181NB,51.61772,-0.08154
N182DX,51.61233,-0.05139
N182ES,51.61815,-0.06000
N182ET,51.61788,-0.05959
N182JQ,51.61309,-0.06110
N182TL,51.61086,-0.06768
N18BD,51.53298,-0.09875
N18BL,51.53397,-0.10405
N18PQ,51.53594,-0.09786
N18RE,51.53605,-0.09823
N18SJ,51.53860,-0.09553
N193DL,51.56871,-0.12873
N193EU,51.56817,-0.12956
N193SF,51.57205,-0.12578
N194JA,51.56692,-0.12366
N194JF,51.56435,-0.12094
N194RR,51.56004,-0.13168
N195BS,51.56428,-0.14008
N195DH,51.56339,-0.14506
N195NE,51.56734,-0.13871
N195RR,51.56265,-0.13163
N19AZ,51.53267,-0.11804
N19JH,51.53223,-0.11421
N19QG,51.53292,-0.11357
N1C4BT,51.53722,-0.12646
N1C4PF,51.53781,-0.13066
N200DH,51.62512,-0.15893
N200LP,51.62690,-0.17380
N200NQ,51.62668,-0.16970
N200PL,51.62654,-0.17833
N208AZ,51.63889,-0.20038
N208NX,51.63000,-0.19641
N209DX,51.63389,-0.17281
N209EZ,51.62966,-0.16915
N209JU,51.63018,-0.16358
N20QY,51.58949,-0.17716
N20SE,51.59356,-0.18211
N20SQ,51.59395,-0.17831
N211PD,51.64338,-0.11279
N211PP,51.64767,-0.10841
N211QQ,51.64872,-0.10816
N212RA,51.63474,-0.09938
N213HE,51.62950,-0.09437
N213HS,51.62921,-0.09142
N225HJ,51.60299,-0.11032
N225HN,51.60447,-0.10879
N225PS,51.59861,-0.09517
N225QJ,51.60350,-0.10096
N226LH,51.59604,-0.10198
N226RA,51.59276,-0.09365
N226UH,51.59524,-0.11534
N227ST,51.59764,-0.11929
N227SZ,51.59705,-0.11452
N227UT,51.60075,-0.13704
N228DZ,51.60177,-0.11473
N228ES,51.60183,-0.11586
N228HE,51.59939,-0.11293
N28GA,51.59144,-0.16924
N29JP,51.59484,-0.16820
N31BT,51.60357,-0.20013
N31NR,51.61007,-0.18600
N31SA,51.59917,-0.19777
N32AB,51.60090,-0.18053
N32AG,51.60060,-0.17842
N32SY,51.59529,-0.18933
N32TD,51.59459,-0.18809
N33PL,51.59202,-0.20592
N41BA,51.58056,-0.10047
N41SY,51.57320,-0.09104
N42DR,51.56204,-0.10062
N42HQ,51.56507,-0.09931
N43EX,51.56777,-0.10721
N43LS,51.56752,-0.11553
N43NW,51.56492,-0.11233
N43QW,51.56688,-0.11396
N43RB,51.56644,-0.11370
N44RR,51.57581,-0.11071
N51AR,51.55280,-0.10153
N51DL,51.55827,-0.10019
N51LH,51.55972,-0.10102
N51PJ,51.55155,-0.10573
N52EG,51.54964,-0.09769
N52EQ,51.54900,-0.09773
N52UX,51.55661,-0.09610
N64BG,51.57347,-0.15074
N64ED,51.57985,-0.15504
N65LY,51.56976,-0.13867
N70HJ,51.55445,-0.12957
N70JG,51.55303,-0.12935
N76AR,51.55938,-0.11943
N76DU,51.55950,-0.11456
N78JN,51.55022,-0.11365
N78LT,51.54818,-0.10693
N78PG,51.54766,-0.10975
N78RH,51.54787,-0.11336
N79LD,51.54957,-0.12560
N79LF,51.54869,-0.12659
N79QJ,51.54508,-0.12014
N80NU,51.58572,-0.10619
N87AF,51.59047,-0.12212
N87BU,51.58596,-0.11523
N87NU,51.58758,-0.11730
N88DN,51.57640,-0.12649
N88NH,51.58305,-0.11919
N88RN,51.58144,-0.13313
N89EG,51.57396,-0.12200
N89JF,51.58187,-0.11492
N89WP,51.58059,-0.11267
N97HJ,51.62928,-0.05565
N97PE,51.63796,-0.05910
N97RE,51.63489,-0.05455
N98DQ,51.63377,-0.04588
N98DR,51.63597,-0.04232
N98LG,51.62907,-0.04981
N98PT,51.63391,-0.04456
N99JZ,51.63284,-0.07995
N99PL,51.63023,-0.06654
N99RS,51.62511,-0.07022
N99SJ,51.62855,-0.07420
N99TN,51.62602,-0.07414
N99TT,51.62239,-0.07503
N99TU,51.62345,-0.07727
NE100DJ,54.95716,-1.58177
NE100JB,54.95346,-1.57155
NE100PT,54.94763,-1.55186
NE100PY,54.95000,-1.55636
NE100QY,54.95559,-1.54479
NE100UN,54.95756,-1.53203
NE108BA,54.94243,-1.53214
NE108DN,54.94435,-1.53895
NE108LT,54.93169,-1.55797
NE108PP,54.94168,-1.54801
NE108SA,54.93521,-1.54696
NE108TX,54.95040,-1.54028
NE109BD,54.94204,-1.56780
NE109HP,54.94852,-1.57275
NE109RZ,54.93858,-1.57235
NE109UZ,54.94388,-1.56303
NE110AN,54.93724,-1.64117
NE110AT,54.93826,-1.63781
NE110XP,54.90486,-1.61751
NE119DX,54.95700,-1.64298
NE119NX,54.94891,-1.65236
NE126QL,55.03940,-1.57291
NE126SA,55.03234,-1.56877
NE126SQ,55.03804,-1.56323
NE126TS,55.03596,-1.57575
NE127AB,55.02648,-1.56414
NE127BH,55.02968,-1.56659
NE128ER,55.01855,-1.57564
NE128FA,55.01325,-1.57473
NE128FD,55.01973,-1.57300
NE128QP,55.01167,-1.58233
NE129AP,55.02341,-1.55954
NE129BA,55.02409,-1.56458
NE136EJ,55.05826,-1.61924
NE136JJ,55.04615,-1.62881
NE136NB,55.04949,-1.62001
NE137JY,55.05377,-1.67103
NE139BD,55.02958,-1.64576
NE150BJ,54.99599,-1.79688
NE156AF,54.97455,-1.69016
NE156JB,54.96981,-1.66719
NE156NL,54.97110,-1.67369
NE156PY,54.97497,-1.66590
NE156XX,54.97427,-1.70558
NE157HP,54.97903,-1.68822
NE157PX,54.97881,-1.67607
NE157QZ,54.97862,-1.70127
NE157TB,54.98104,-1.69539
NE158HW,54.99658,-1.73851
NE158JL,54.99340,-1.73656
NE158PD,54.98585,-1.73947
NE158PY,54.98676,-1.74201
NE158RR,54.97680,-1.70967
NE159DY,54.99620,-1.75979
NE159TP,54.99658,-1.74267
NE163HZ,54.95065,-1.67962
NE164AY,54.94759,-1.68063
NE164HB,54.94536,-1.66848
NE164RB,54.93914,-1.67013
NE165AR,54.94050,-1.68480
NE165AY,54.93964,-1.68917
NE165QW,54.93558,-1.69012
NE165SJ,54.93341,-1.69260
NE166NU,54.91156,-1.70996
NE166PT,54.90622,-1.72687
NE177HS,54.91838,-1.81796
NE180NA,55.04265,-1.87644
NE191JF,55.23770,-2.19864
NE200ET,55.10418,-1.84218
NE209DS,55.03581,-1.76230
NE209EG,55.04891,-1.74044
NE209EY,55.04421,-1.74221
NE209QB,55.05297,-1.74813
NE214BG,54.96148,-1.71978
NE214BQ,54.96121,-1.72261
NE214NE,54.96959,-1.73358
NE214PY,54.96358,-1.71511
NE216LT,54.95066,-1.71976
NE216PH,54.95085,-1.73202
NE21PS,54.98385,-1.59460
NE21XA,54.97526,-1.60240
NE225DE,55.13127,-1.59008
NE225JS,55.13365,-1.57498
NE226EB,55.13233,-1.60353
NE226ED,55.13267,-1.60495
NE226EQ,55.13165,-1.60366
NE226HA,55.13437,-1.60832
NE227DS,55.13802,-1.56366
NE227JQ,55.14130,-1.56707
NE231DY,55.08565,-1.58116
NE231RQ,55.08935,-1.58515
NE231XZ,55.09560,-1.58448
NE232SN,55.09267,-1.57116
NE233QS,55.10047,-1.58532
NE233ST,55.09709,-1.57772
NE236BL,55.07982,-1.58859
NE236BN,55.07655,-1.59157
NE236DB,55.07763,-1.58336
NE236LW,55.07079,-1.57942
NE237AL,55.05744,-1.58723
NE237EB,55.06773,-1.55100
NE237NG,55.04606,-1.57829
NE237SB,55.06307,-1.55278
NE238EH,55.08432,-1.60533
NE23AJ,54.99003,-1.60763
NE23BB,54.98905,-1.61102
NE241RD,55.14812,-1.52390
NE242HP,55.12250,-1.50948
NE242LE,55.12464,-1.51831
NE242SY,55.11801,-1.52095
NE242TS,55.12299,-1.51796
NE244DA,55.11201,-1.53681
NE244JP,55.12368,-1.54773
NE244NX,55.11418,-1.52840
NE244RE,55.12822,-1.55070
NE245BL,55.12686,-1.52357
NE245TQ,55.13315,-1.52496
NE250EP,55.07074,-1.53296
NE250LN,55.06652,-1.50539
NE250RD,55.08560,-1.52026
NE258JW,55.03880,-1.46391
NE258RW,55.03821,-1.45079
NE258XS,55.03710,-1.46324
NE259AQ,55.04539,-1.47145
NE259AS,55.04812,-1.46560
NE259DL,55.03478,-1.47259
NE259EG,55.03327,-1.46526
NE259EQ,55.03059,-1.46660
NE259QL,55.04151,-1.48870
NE259QW,55.04211,-1.49001
NE259UD,55.05006,-1.47024
NE261LT,55.04696,-1.44851
NE261TQ,55.05248,-1.45302
NE262NR,55.03926,-1.43511
NE263HW,55.05541,-1.46400
NE264BX,55.07849,-1.47155
NE264JS,55.08905,-1.48717
NE270DA,55.02829,-1.52606
NE270HJ,55.03812,-1.50673
NE270PW,55.03272,-1.51023
NE280AG,54.99518,-1.49914
NE280DS,54.99991,-1.49701
NE280EP,55.00531,-1.50455
NE280HG,55.00585,-1.49747
NE286AX,54.98711,-1.53762
NE286PY,54.99388,-1.51591
NE287LQ,54.99479,-1.51987
NE287RT,54.99240,-1.52523
NE287TN,55.00515,-1.50696
NE288EN,54.99716,-1.54163
NE288QL,54.99165,-1.54449
NE288TS,55.00473,-1.54947
NE289DH,55.00885,-1.51850
NE289HA,55.00509,-1.54268
NE289JW,55.00666,-1.53504
NE289RT,55.01479,-1.51256
NE290BU,55.00754,-1.45269
NE290HP,55.01109,-1.45352
NE296DQ,55.00231,-1.45862
NE296JA,54.99686,-1.47391
NE296SL,55.00463,-1.45256
NE297BT,55.00598,-1.46708
NE297BU,55.00568,-1.47392
NE297JQ,55.00818,-1.47001
NE298DP,55.02164,-1.48434
NE298LF,55.01817,-1.47673
NE298PE,55.01940,-1.46667
NE299PU,55.02232,-1.45154
NE299QL,55.02680,-1.46250
NE302AD,55.01210,-1.44590
NE302BD,55.01639,-1.44411
NE302QR,55.02332,-1.44697
NE303EY,55.03160,-1.44878
NE303RZ,55.02725,-1.44141
NE303SH,55.02749,-1.44360
NE304AG,55.01387,-1.43157
NE304PB,55.03411,-1.43462
NE304RF,55.01786,-1.42748
NE311BQ,54.97949,-1.51599
NE311HT,54.97966,-1.50222
NE311QY,54.97553,-1.51004
NE311RZ,54.97991,-1.51355
NE312BP,54.96637,-1.50871
NE312ET,54.96046,-1.52062
NE312LJ,54.96283,-1.51992
NE312QU,54.96928,-1.51051
NE312SL,54.97232,-1.50895
NE31EB,55.00791,-1.62457
NE31EE,55.00856,-1.62468
NE31UN,55.01038,-1.61758
NE31US,55.00938,-1.60938
NE31YF,55.00318,-1.60785
NE323AJ,54.97895,-1.48392
NE323QH,54.98202,-1.48229
NE324AU,54.96541,-1.46966
NE324AW,54.96326,-1.47088
NE324PJ,54.95482,-1.48638
NE324QF,54.95398,-1.47760
NE324XA,54.95241,-1.48976
NE325NJ,54.96711,-1.49669
NE325PR,54.97267,-1.48745
NE325QY,54.96544,-1.48756
NE325UP,54.97609,-1.48391
NE325UW,54.97583,-1.48668
NE325YT,54.95994,-1.49345
NE32EL,55.01509,-1.67270
NE32JH,55.01306,-1.62370
NE32NP,55.01328,-1.62816
NE32SL,55.01683,-1.64817
NE332BB,55.00414,-1.43197
NE332RD,54.99764,-1.42650
NE333NS,54.99564,-1.41978
NE334JJ,54.98810,-1.43267
NE334PG,54.99329,-1.43070
NE334RH,54.97662,-1.43985
NE334SZ,54.97784,-1.43677
NE334UG,54.98219,-1.42663
NE33AT,55.00654,-1.64970
NE33HE,55.01162,-1.63401
NE33PE,55.01197,-1.63765
NE33QR,55.00570,-1.65667
NE33RU,55.00432,-1.65640
NE33YF,55.00499,-1.66438
NE340QA,54.97724,-1.42910
NE340RW,54.98122,-1.42455
NE340TS,54.96831,-1.44382
NE346DL,54.97568,-1.40743
NE346DZ,54.98139,-1.40633
NE346PF,54.97553,-1.40238
NE347TD,54.98454,-1.40015
NE348AB,54.96907,-1.41443
NE348BT,54.96201,-1.41650
NE348NS,54.96249,-1.42850
NE348RZ,54.95717,-1.43301
NE349BN,54.97023,-1.45615
NE349JD,54.96151,-1.44796
NE349RD,54.96662,-1.45807
NE349SD,54.96559,-1.45140
NE349SP,54.96506,-1.44400
NE34QP,54.99893,-1.64150
NE359DG,54.94845,-1.45765
NE359DZ,54.94925,-1.44853
NE359JB,54.95210,-1.47138
NE35JQ,55.01776,-1.61972
NE35JT,55.01404,-1.61883
NE35LE,55.01685,-1.61720
NE360DL,54.94569,-1.43392
NE360HX,54.94628,-1.44921
NE360SW,54.94442,-1.43107
NE371HA,54.90322,-1.54914
NE371NL,54.91739,-1.53338
NE371UA,54.90877,-1.53471
NE372AA,54.90795,-1.52352
NE372NP,54.91995,-1.52098
NE373BG,54.91592,-1.50633
NE373BL,54.91596,-1.51483
NE380HL,54.89983,-1.54317
NE380LA,54.89789,-1.54430
NE380LN,54.89662,-1.54540
NE380LR,54.89282,-1.54835
NE380PL,54.89108,-1.54008
NE387AR,54.89799,-1.51246
NE387HQ,54.89573,-1.52329
NE387HU,54.90288,-1.52068
NE387NY,54.89353,-1.51025
NE387PY,54.90024,-1.52575
NE388AF,54.88673,-1.52242
NE388AL,54.89166,-1.51758
NE388JA,54.90182,-1.50836
NE388RB,54.88315,-1.51803
NE389EZ,54.87798,-1.55146
NE392BQ,54.92940,-1.78408
NE392JE,54.92076,-1.75883
NE392PP,54.92569,-1.74220
NE403AF,54.97186,-1.77554
NE403AH,54.97222,-1.77491
NE403ES,54.97068,-1.74680
NE404AX,54.95310,-1.78567
NE404ND,54.96734,-1.78708
NE404UN,54.96491,-1.78659
NE418EH,54.97858,-1.81693
NE425HX,54.96320,-1.84381
NE425LJ,54.95538,-1.85132
NE426DE,54.96588,-1.87313
NE426EY,54.95862,-1.85461
NE426HR,54.96094,-1.85559
NE426PN,54.96114,-1.86569
NE437BG,54.95335,-1.88503
NE437NN,54.94882,-1.91045
NE446DR,54.94596,-1.97359
NE455HX,54.97962,-2.02223
NE455JQ,54.97777,-2.01164
NE45AW,54.97686,-1.63565
NE45JN,54.97400,-1.63697
NE461JD,54.96734,-2.08733
NE461UY,54.96955,-2.08655
NE462DD,54.96839,-2.11642
NE462EE,54.96944,-2.10570
NE463JB,54.97015,-2.11781
NE463QZ,54.97268,-2.10574
NE464AA,55.03479,-2.12521
NE464LY,54.99212,-2.06642
NE464PL,54.99396,-2.10447
NE46EB,54.96964,-1.62559
NE46JR,54.96910,-1.63611
NE46SB,54.96874,-1.63669
NE470AA,54.91460,-2.03975
NE470HB,54.91484,-2.11486
NE475AQ,55.00471,-2.18794
NE476BN,54.97093,-2.24656
NE476LR,54.97548,-2.25367
NE477EP,54.97391,-2.36865
NE478JH,54.91931,-2.34715
NE47JU,54.96936,-1.62861
NE47RE,54.96541,-1.64010
NE481HQ,55.23163,-2.57963
NE481LX,55.18075,-2.32475
NE482EL,55.14216,-2.24597
NE482EN,55.14204,-2.24682
NE483LS,55.08540,-2.21951
NE484AA,55.05511,-2.13274
NE48HE,54.96677,-1.65513
NE48PA,54.97308,-1.65868
NE48QP,54.96917,-1.66149
NE48XJ,54.97531,-1.65946
NE48XT,54.96910,-1.66315
NE499BA,54.97206,-2.46952
NE49HN,54.97804,-1.65094
NE49XZ,54.98326,-1.65978
NE49YH,54.98271,-1.65721
NE51DN,54.99155,-1.70816
NE51DS,54.99487,-1.71772
NE51LH,54.99745,-1.71759
NE51NE,55.00192,-1.70408
NE52DQ,54.98369,-1.67228
NE52LW,54.99448,-1.69365
NE52SA,54.98845,-1.66683
NE52SZ,54.99432,-1.69884
NE53PL,54.99218,-1.67283
NE53RN,54.99520,-1.67595
NE54AP,55.00060,-1.68485
NE54BT,55.00216,-1.69155
NE54EB,55.00303,-1.68541
NE54JQ,55.00744,-1.69385
NE54LG,55.00791,-1.69514
NE611DN,55.17481,-1.69307
NE611QF,55.16743,-1.69264
NE611RH,55.17092,-1.70112
NE611RQ,55.17149,-1.69966
NE612AP,55.15439,-1.68642
NE612HA,55.15953,-1.67338
NE612LZ,55.16496,-1.69823
NE613DU,55.22518,-1.70463
NE613RD,55.17432,-1.70717
NE613XH,55.12540,-1.79688
NE614BE,55.16701,-1.96369
NE615AS,55.28587,-1.60124
NE615HL,55.22178,-1.55973
NE615LZ,55.23833,-1.61965
NE615SG,55.21625,-1.58775
NE615TR,55.21346,-1.53725
NE616HJ,55.10938,-1.67298
NE616XG,55.18269,-1.64500
NE625DJ,55.16115,-1.59803
NE625HQ,55.16200,-1.59539
NE625RR,55.15244,-1.60179
NE625TZ,55.16466,-1.57588
NE625YP,55.16808,-1.59452
NE62AT,54.97313,-1.57966
NE62JX,54.97485,-1.57433
NE62LJ,54.97118,-1.56249
NE62NP,54.96533,-1.55394
NE62QL,54.97272,-1.56539
